"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3FDWKV9VCN1PTYBT2IUK58AYO7MUMK","3S76BV53LKJ9D7NAR3P4ZUEKZ9M57M","VisGist Study: Get paid up to $11.70. Average time is 30 minutes.","Answer questions about hypothetical lotteries. Earn $1.00 plus bonuses ($10.70 max).","visualization, graph, estimation, lottery, study, survey, demographics","$1.00","Wed Nov 25 15:59:48 PST 2020","300","BatchId:4262073;OriginalHitTemplateId:920937340;","4200","259200","Fri Nov 27 15:59:48 PST 2020","","","3018Q3ZVOJPZYP8HRNECGQO1GVWARZ","AZZA3J049G7R5","Approved","Wed Nov 25 16:00:14 PST 2020","Wed Nov 25 16:10:38 PST 2020","Sat Nov 28 16:10:38 PST 2020","Sat Nov 28 16:11:20 PST 2020","","","624","100% (3/3)","100% (1/1)","100% (1/1)","khy2oi7x"
"3FDWKV9VCN1PTYBT2IUK58AYO7MUMK","3S76BV53LKJ9D7NAR3P4ZUEKZ9M57M","VisGist Study: Get paid up to $11.70. Average time is 30 minutes.","Answer questions about hypothetical lotteries. Earn $1.00 plus bonuses ($10.70 max).","visualization, graph, estimation, lottery, study, survey, demographics","$1.00","Wed Nov 25 15:59:48 PST 2020","300","BatchId:4262073;OriginalHitTemplateId:920937340;","4200","259200","Fri Nov 27 15:59:48 PST 2020","","","304SM51WA43GIEDMCQED1BD3KF0BSJ","A19CB2C4GY4C60","Approved","Wed Nov 25 19:31:20 PST 2020","Wed Nov 25 19:58:05 PST 2020","Sat Nov 28 19:58:05 PST 2020","Sat Nov 28 19:58:20 PST 2020","","","1605","100% (2/2)","100% (1/1)","100% (1/1)","khyas8ne"
"3FDWKV9VCN1PTYBT2IUK58AYO7MUMK","3S76BV53LKJ9D7NAR3P4ZUEKZ9M57M","VisGist Study: Get paid up to $11.70. Average time is 30 minutes.","Answer questions about hypothetical lotteries. Earn $1.00 plus bonuses ($10.70 max).","visualization, graph, estimation, lottery, study, survey, demographics","$1.00","Wed Nov 25 15:59:48 PST 2020","300","BatchId:4262073;OriginalHitTemplateId:920937340;","4200","259200","Fri Nov 27 15:59:48 PST 2020","","","308XBLVESJ34HZD9X1E8B187YDHBRV","AZ69TBTDH7AZS","Approved","Wed Nov 25 16:00:07 PST 2020","Wed Nov 25 16:57:18 PST 2020","Sat Nov 28 16:57:18 PST 2020","Sat Nov 28 16:57:21 PST 2020","","","3431","100% (2/2)","100% (2/2)","100% (1/1)","khy4ajz3"
"3FDWKV9VCN1PTYBT2IUK58AYO7MUMK","3S76BV53LKJ9D7NAR3P4ZUEKZ9M57M","VisGist Study: Get paid up to $11.70. Average time is 30 minutes.","Answer questions about hypothetical lotteries. Earn $1.00 plus bonuses ($10.70 max).","visualization, graph, estimation, lottery, study, survey, demographics","$1.00","Wed Nov 25 15:59:48 PST 2020","300","BatchId:4262073;OriginalHitTemplateId:920937340;","4200","259200","Fri Nov 27 15:59:48 PST 2020","","","30BXRYBRP5WJG8XHWNYAKBJML50WHY","A1ODA3Q5H6HTDQ","Approved","Wed Nov 25 16:00:06 PST 2020","Wed Nov 25 16:30:50 PST 2020","Sat Nov 28 16:30:50 PST 2020","Sat Nov 28 16:31:20 PST 2020","","","1844","100% (2/2)","100% (1/1)","100% (1/1)","khy3gcca"
"3FDWKV9VCN1PTYBT2IUK58AYO7MUMK","3S76BV53LKJ9D7NAR3P4ZUEKZ9M57M","VisGist Study: Get paid up to $11.70. Average time is 30 minutes.","Answer questions about hypothetical lotteries. Earn $1.00 plus bonuses ($10.70 max).","visualization, graph, estimation, lottery, study, survey, demographics","$1.00","Wed Nov 25 15:59:48 PST 2020","300","BatchId:4262073;OriginalHitTemplateId:920937340;","4200","259200","Fri Nov 27 15:59:48 PST 2020","","","30BXRYBRP5WJG8XHWNYAKBJML51HWK","A7C6O7C42HU7Q","Approved","Wed Nov 25 16:00:30 PST 2020","Wed Nov 25 16:14:17 PST 2020","Sat Nov 28 16:14:17 PST 2020","Sat Nov 28 16:14:21 PST 2020","","","827","100% (1/1)","100% (1/1)","100% (1/1)","khy2mh9n"
"3FDWKV9VCN1PTYBT2IUK58AYO7MUMK","3S76BV53LKJ9D7NAR3P4ZUEKZ9M57M","VisGist Study: Get paid up to $11.70. Average time is 30 minutes.","Answer questions about hypothetical lotteries. Earn $1.00 plus bonuses ($10.70 max).","visualization, graph, estimation, lottery, study, survey, demographics","$1.00","Wed Nov 25 15:59:48 PST 2020","300","BatchId:4262073;OriginalHitTemplateId:920937340;","4200","259200","Fri Nov 27 15:59:48 PST 2020","","","30IQTZXKAL5NU8WB8KNBG2YC8Q4X0Q","AHTOV9GBHC8XF","Approved","Wed Nov 25 18:20:59 PST 2020","Wed Nov 25 18:51:09 PST 2020","Sat Nov 28 18:51:09 PST 2020","Sat Nov 28 18:51:20 PST 2020","","","1810","100% (1/1)","100% (1/1)","100% (1/1)","khy7nk05"
"3FDWKV9VCN1PTYBT2IUK58AYO7MUMK","3S76BV53LKJ9D7NAR3P4ZUEKZ9M57M","VisGist Study: Get paid up to $11.70. Average time is 30 minutes.","Answer questions about hypothetical lotteries. Earn $1.00 plus bonuses ($10.70 max).","visualization, graph, estimation, lottery, study, survey, demographics","$1.00","Wed Nov 25 15:59:48 PST 2020","300","BatchId:4262073;OriginalHitTemplateId:920937340;","4200","259200","Fri Nov 27 15:59:48 PST 2020","","","30LB5CDZND9CZ3WQ92BWDNENGQ2Z0P","A38DHLB88V8DL8","Approved","Wed Nov 25 16:53:20 PST 2020","Wed Nov 25 17:09:21 PST 2020","Sat Nov 28 17:09:21 PST 2020","Sat Nov 28 17:10:20 PST 2020","","","961","100% (4/4)","100% (1/1)","100% (1/1)","khy4qqfv"
"3FDWKV9VCN1PTYBT2IUK58AYO7MUMK","3S76BV53LKJ9D7NAR3P4ZUEKZ9M57M","VisGist Study: Get paid up to $11.70. Average time is 30 minutes.","Answer questions about hypothetical lotteries. Earn $1.00 plus bonuses ($10.70 max).","visualization, graph, estimation, lottery, study, survey, demographics","$1.00","Wed Nov 25 15:59:48 PST 2020","300","BatchId:4262073;OriginalHitTemplateId:920937340;","4200","259200","Fri Nov 27 15:59:48 PST 2020","","","30LSNF239VUX0NAUOLROWG4CHBLI2W","AMPBH2Y7FB2TR","Approved","Wed Nov 25 16:00:38 PST 2020","Wed Nov 25 16:11:44 PST 2020","Sat Nov 28 16:11:44 PST 2020","Sat Nov 28 16:12:20 PST 2020","","","666","100% (1/1)","100% (1/1)","100% (1/1)","khy2nygu"
"3FDWKV9VCN1PTYBT2IUK58AYO7MUMK","3S76BV53LKJ9D7NAR3P4ZUEKZ9M57M","VisGist Study: Get paid up to $11.70. Average time is 30 minutes.","Answer questions about hypothetical lotteries. Earn $1.00 plus bonuses ($10.70 max).","visualization, graph, estimation, lottery, study, survey, demographics","$1.00","Wed Nov 25 15:59:48 PST 2020","300","BatchId:4262073;OriginalHitTemplateId:920937340;","4200","259200","Fri Nov 27 15:59:48 PST 2020","","","30OG32W0SVAH94X1ELZH3P9I0D5ENA","AKQAI78JTXXC9","Approved","Wed Nov 25 16:00:09 PST 2020","Wed Nov 25 16:18:24 PST 2020","Sat Nov 28 16:18:24 PST 2020","Sat Nov 28 16:19:20 PST 2020","","","1095","100% (3/3)","100% (2/2)","100% (1/1)","khy307e0"
"3FDWKV9VCN1PTYBT2IUK58AYO7MUMK","3S76BV53LKJ9D7NAR3P4ZUEKZ9M57M","VisGist Study: Get paid up to $11.70. Average time is 30 minutes.","Answer questions about hypothetical lotteries. Earn $1.00 plus bonuses ($10.70 max).","visualization, graph, estimation, lottery, study, survey, demographics","$1.00","Wed Nov 25 15:59:48 PST 2020","300","BatchId:4262073;OriginalHitTemplateId:920937340;","4200","259200","Fri Nov 27 15:59:48 PST 2020","","","30X31N5D64PBZ48U6CEH60TX2XFASN","AREQ43Q0T8ENT","Approved","Wed Nov 25 17:10:40 PST 2020","Wed Nov 25 17:37:27 PST 2020","Sat Nov 28 17:37:27 PST 2020","Sat Nov 28 17:38:20 PST 2020","","","1607","100% (3/3)","100% (2/2)","100% (1/1)","khy57ru4"
